"Category","Sub Category","Organization Type","Name","Address","Address2","City","County","State","Zip Code","Lat","Long","Email","Website","Description","CPG Number","CPG Issued On","Electricity Type","Utility","Owner","Stream","Project Team","Installation Date","Funding Source","Funding Amount","Financed By","System Specs","Capacity kW","Annual Production (kWh)","Energy Production Link","Annual Electricity Saved (kWh)","Capacity (MMBTU)","Annual Production (MMBTU)","Annual MMBTU Saved"
"Solar","Roof-Mounted PV","Residential","20 Cabot Ct.","20 Cabot Ct.","","South Burlington","Chittenden County","Vermont","05403","44.41783","-73.1786","","","24150","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-11-18","","","","","6.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","35 Dubois Dr.","35 Dubois Dr.","","South Burlington","Chittenden County","Vermont","05403","44.43384","-73.14972","","","1233","#NM-912","","Net Metered","Green Mountain Power","","","Building Energy","2010-07-20","","","","","6.84","","","","","",""
"Solar","Roof-Mounted PV","Residential","54 Butler Dr.","54 Butler Dr.","","South Burlington","Chittenden County","Vermont","05403","44.43126","-73.1636","","","6148","","","Net Metered","Green Mountain Power","","","SunCommon","2014-06-26","","","","","7.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","17 APPLETREE COURT","17 APPLETREE COURT","","South Burlington","Chittenden County","Vermont","05403","44.45435","-73.20699999999999","","","6860","4174","2014-07-26","Net Metered","Green Mountain Power","","","SunCommon","2014-08-20","","","","","7.5","","","","","",""
"Solar","Roof-Mounted PV","Residential","46 Brewer Parkway","46 Brewer Parkway","","South Burlington","Chittenden County","Vermont","05403","44.44248","-73.20115","","","44871","19-1757","2019-06-22","Net Metered","Green Mountain Power","","","Solar Communities","2019-07-16","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","46 Brewer Parkway","46 Brewer Parkway","","South Burlington","Chittenden County","Vermont","05403","44.44248","-73.20115","","","44871","19-1757","2019-06-22","Net Metered","Green Mountain Power","","","Solar Communities","2019-07-16","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","10 Charles Street","10 Charles Street","","South Burlington","Chittenden County","Vermont","05403","44.46951","-73.16987","","","44153","19-1373","2019-05-29","Net Metered","Green Mountain Power","","","Sunrun Installation Services Inc.","2019-07-12","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","42 R Fisher Lane","42 R Fisher Lane","","South Burlington","Chittenden County","Vermont","05403","44.41938","-73.19280000000001","","","37288","18-3251","","Net Metered","Green Mountain Power","","","Peck Electric","2018-12-28","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","31 Dubois Drive","31 Dubois Drive","","South Burlington","Chittenden County","Vermont","05403","44.43418","-73.15045000000001","","","41022","18-4103","","Net Metered","Green Mountain Power","","","Solar Communities","2018-12-21","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","8 Moss Glen Lane","8 Moss Glen Lane","","South Burlington","Chittenden County","Vermont","05403","44.437148","-73.159555","","","37115","18-1503","","Net Metered","Green Mountain Power","","","Solar City Corporation","2018-12-13","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","29 Flanders Lane","29 Flanders Lane","","South Burlington","Chittenden County","Vermont","05403","44.41881","-73.19404","","","37776","18-1758","","Net Metered","Green Mountain Power","","","Solar Communities","2018-09-06","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","380 S. Jefferson Road","380 S. Jefferson Road","","South Burlington","Chittenden County","Vermont","05403","44.41983","-73.19211","","","37586","18-1827","","Net Metered","Green Mountain Power","","","Peck Electric","2018-07-06","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","193 Cobblestone Circle","193 Cobblestone Circle","","South Burlington","Chittenden County","Vermont","05403","44.42558","-73.15061","","","36167","18-1084","","Net Metered","Green Mountain Power","","","Solar City Corporation","2018-07-02","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","70 Moss Glen Lane","70 Moss Glen Lane","","South Burlington","Chittenden County","Vermont","05403","44.43743","-73.16034000000001","","","34917","18-0287","","Net Metered","Green Mountain Power","","","Solar Communities","2018-03-22","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","60 Proctor Avenue","60 Proctor Avenue","","South Burlington","Chittenden County","Vermont","05403","44.45455","-73.20289","","","35065","18-0375","","Net Metered","Green Mountain Power","","","Solar Communities","2018-03-21","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","426 Country Club Drive","426 Country Club Drive","","South Burlington","Chittenden County","Vermont","05403","44.484063","-73.147969","","","34299","17-5167","","Net Metered","Green Mountain Power","","","Vivint Solar Developer LLC","2018-03-06","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","67 Pinnacle Drive","67 Pinnacle Drive","","South Burlington","Chittenden County","Vermont","05403","44.43171","-73.18951","","","31914","17-3917-NMR","","Net Metered","Green Mountain Power","","","Solar Communities","2017-12-18","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","8 Jonathan Ave.","8 Jonathan Ave.","","South Burlington","Chittenden County","Vermont","05403","44.43779","-73.205466","","","26033","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-02-27","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","82 Butler Drive","82 Butler Drive","","South Burlington","Chittenden County","Vermont","05403","44.43144","-73.15994999999999","","","24680","","","Net Metered","Green Mountain Power","","","Suncommon","2016-12-13","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","312 Four Sisters Road","312 Four Sisters Road","","South Burlington","Chittenden County","Vermont","05403","44.435285","-73.18538700000001","","","23239","","","Net Metered","Green Mountain Power","","","Peck Electric","2016-11-01","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","111 Oakwood Drive","111 Oakwood Drive","","South Burlington","Chittenden County","Vermont","05403","44.457549","-73.183665","","","20758","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-26","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","53 McIntosh Ave.","53 McIntosh Ave.","","South Burlington","Chittenden County","Vermont","05403","44.43641","-73.20456","","","22017","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-31","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","180 South Pointe Drive","180 South Pointe Drive","","South Burlington","Chittenden County","Vermont","05403","44.425718","-73.190996","","","18629","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-08-09","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","165 SOUTH POINTE DRIVE","165 SOUTH POINTE DRIVE","","South Burlington","Chittenden County","Vermont","05403","44.42606","-73.1913","","","19981","16-0468","2016-04-28","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-05-24","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","41 MOUNTAIN VIEW BLVD","41 MOUNTAIN VIEW BLVD","","South Burlington","Chittenden County","Vermont","05403","44.48208","-73.1477","","","17704","16-0156","2016-03-03","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-05-02","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","22 Deerfield Drive","22 Deerfield Drive","","South Burlington","Chittenden County","Vermont","05403","44.42894","-73.19584","","","18206","","","Net Metered","Green Mountain Power","","","SunCommon","2016-04-13","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","29 Adirondack St.","29 Adirondack St.","","South Burlington","Chittenden County","Vermont","05403","44.431114","-73.16199400000001","","","16602","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-03-29","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","81 Butler Drive","81 Butler Drive","","South Burlington","Chittenden County","Vermont","05403","44.43135","-73.15934","","","15839","","","Net Metered","Green Mountain Power","","","SunCommon","2015-12-28","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","216 Royal Drive","216 Royal Drive","","South Burlington","Chittenden County","Vermont","05403","44.42266833","-73.16704333","","","12970","","","Net Metered","Green Mountain Power","","","Building Energy","2015-06-04","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","50 Central Ave","50 Central Ave","","South Burlington","Chittenden County","Vermont","05403","44.443187","-73.220032","","","12178","","","Net Metered","Green Mountain Power","","","Vermont Solar LLC","2015-04-14","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","97 Four Sisters Road","97 Four Sisters Road","","South Burlington","Chittenden County","Vermont","05403","44.432422","-73.18498","","","8325","","","Net Metered","Green Mountain Power","","","Building Energy","2014-12-15","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","8 Sebring Rd","8 Sebring Rd","","South Burlington","Chittenden County","Vermont","05403","44.433564","-73.204142","","","848","#NM-104","","Net Metered","Green Mountain Power","","","Vermont Solar LLC","2009-09-03","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","18 Cabot Court","18 Cabot Court","","South Burlington","Chittenden County","Vermont","05403","44.41801","-73.17856","","","13580","","","Net Metered","Green Mountain Power","","","SunCommon","2015-08-18","","","","","7.7","","","","","",""
"Solar","Roof-Mounted PV","Residential","14 Vale Dr","14 Vale Dr","","South Burlington","Chittenden County","Vermont","05403","44.43314","-73.18662999999999","","","42079","19-0643","","Net Metered","Green Mountain Power","","","Bristol Electronics","2019-04-10","","","","","7.75","","","","","",""
"Solar","Roof-Mounted PV","Residential","24 White Place","24 White Place","","South Burlington","Chittenden County","Vermont","05403","44.453117","-73.205557","","","8226","","","Net Metered","Green Mountain Power","","","SunCommon","2015-01-06","","","","","8","","","","","",""
"Solar","Roof-Mounted PV","Residential","187 Four Sisters Road","187 Four Sisters Road","","South Burlington","Chittenden County","Vermont","05403","44.43384","-73.18513","","","7409","","","Net Metered","Green Mountain Power","","","SunCommon","2014-10-24","","","","","8","","","","","",""
"Solar","Roof-Mounted PV","Residential","9 Quail Run","9 Quail Run","","South Burlington","Chittenden County","Vermont","05403","44.42707","-73.20148","","","3939","","","Net Metered","Green Mountain Power","","","SunCommon","2013-11-25","","","","","8.699999999999999","","","","","",""
"Solar","Roof-Mounted PV","Residential","66 Hadley Road","66 Hadley Road","","South Burlington","Chittenden County","Vermont","05403","44.4523","-73.20623000000001","","","2259","","","Net Metered","Green Mountain Power","","","SunCommon","2012-12-05","","","","","8.699999999999999","","","","","",""
"Solar","Roof-Mounted PV","Residential","63 Four Sisters Road","63 Four Sisters Road","","South Burlington","Chittenden County","Vermont","05403","44.431866","-73.184898","","","1929","#NM-1957","","Net Metered","Green Mountain Power","","","Suncommon","2012-08-30","","","","","8.699999999999999","","","","","",""
"Solar","Roof-Mounted PV","Residential","15 Shea Drive","15 Shea Drive","","South Burlington","Chittenden County","Vermont","05403","44.428414","-73.180503","","","2306","","","Net Metered","Green Mountain Power","","","Building Energy","2012-09-27","","","","","9.5","","","","","",""
"Solar","Roof-Mounted PV","Residential","1575 Dorset Street","1575 Dorset Street","","South Burlington","Chittenden County","Vermont","05403","44.42247","-73.17977","","","37925","18-1841","2018-07-02","Net Metered","Green Mountain Power","","","Building Energy","2019-06-19","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","16 Goldenrod Street","16 Goldenrod Street","","South Burlington","Chittenden County","Vermont","05403","44.42592","-73.17216000000001","","","44328","19-1482","2019-06-04","Net Metered","Green Mountain Power","","","Solar Communities","2019-06-06","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","91 Laurel hill Drive","91 Laurel hill Drive","","South Burlington","Chittenden County","Vermont","05403","44.439309","-73.201037","","","36963","18-1521","","Net Metered","Green Mountain Power","","","Catamount Solar","2018-08-29","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","29 Whiteface St.","29 Whiteface St.","","South Burlington","Chittenden County","Vermont","05403","44.431732","-73.16065999999999","","","38679","18-2234","","Net Metered","Green Mountain Power","","","Apex Solar Power","2018-08-17","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","10 Stanhope Rd","10 Stanhope Rd","","South Burlington","Chittenden County","Vermont","05403","44.42679","-73.21722","","","38104","18-2136","","Net Metered","Green Mountain Power","","","Peck Electric","2018-07-27","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","1285 Spear Street","1285 Spear Street","","South Burlington","Chittenden County","Vermont","05403","44.44097","-73.19038999999999","","","32565","17-4190-NMR","","Net Metered","Green Mountain Power","","","Building Energy","2017-10-10","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","54 Central Ave.","54 Central Ave.","","South Burlington","Chittenden County","Vermont","05403","44.443011","-73.220247","","","27523","","","Net Metered","Green Mountain Power","","","Smith & McClain","2017-07-13","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","89 oakwood Drive","89 oakwood Drive","","South Burlington","Chittenden County","Vermont","05403","44.45904","-73.18389000000001","","","20806","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-09-26","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","6 Baycrest Drive","6 Baycrest Drive","","South Burlington","Chittenden County","Vermont","05403","44.4242","-73.19967","","","20640","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-07-13","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","55 Butler Drive","55 Butler Drive","","South Burlington","Chittenden County","Vermont","05403","44.430965","-73.16436299999999","","","18323","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-06-20","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","8 Pinnacle Drive","8 Pinnacle Drive","","South Burlington","Chittenden County","Vermont","05403","44.43231","-73.18989999999999","","","17355","16-0115","2016-02-18","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-04-07","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","14 Knoll Circle","14 Knoll Circle","","South Burlington","Chittenden County","Vermont","05403","44.4357675","-73.15378533000001","","","17178","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-03-14","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","120 HADLEY ROAD","120 HADLEY ROAD","","South Burlington","Chittenden County","Vermont","05403","44.45197","-73.2033","","","12126","5880","2015-03-01","Net Metered","Green Mountain Power","","","SunCommon","2015-04-22","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","38 Victory Drive","38 Victory Drive","","South Burlington","Chittenden County","Vermont","05403","44.46643","-73.16249999999999","","","7521","5145","2014-09-26","Net Metered","Green Mountain Power","","","Building Energy","2014-10-28","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Residential","80 Barrett St.","80 Barrett St.","","South Burlington","Chittenden County","Vermont","05403","44.45813","-73.17702","","","31376","17-3580-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-09-19","","","","","10.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","54 Brewer Parkway","54 Brewer Parkway","","South Burlington","Chittenden County","Vermont","05403","44.44156","-73.20004","","","29339","17-2657-NMR","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-03-16","","","","","10.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","34 Brigham Rd.","34 Brigham Rd.","","South Burlington","Chittenden County","Vermont","05403","44.42578","-73.21681","","","36949","18-1469","","Net Metered","Green Mountain Power","","","Smith & McClain","2018-06-21","","","","","10.74","","","","","",""
"Solar","Roof-Mounted PV","Residential","250 Autumn Hill Road","250 Autumn Hill Road","","South Burlington","Chittenden County","Vermont","05403","44.41832417","-73.16828217","","","12245","","","Net Metered","Green Mountain Power","","","Green Earth Energy","2016-01-13","","","","","11","","","","","",""
"Solar","Roof-Mounted PV","Residential","30 Adirondack Street","30 Adirondack Street","","South Burlington","Chittenden County","Vermont","05403","44.43109","-73.16265","","","35848","18-0877","","Net Metered","Green Mountain Power","","","Building Energy","2018-05-23","","","","","11.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","73 Tabor Place","73 Tabor Place","","South Burlington","Chittenden County","Vermont","05403","44.430808","-73.17408399999999","","","3523","#NM-2985","","Net Metered","Green Mountain Power","","","SunCommon","2013-10-30","","","","","11.3","","","","","",""
"Solar","Roof-Mounted PV","Residential","66 Central Ave.","66 Central Ave.","","South Burlington","Chittenden County","Vermont","05403","44.44214","-73.22038000000001","","","42767","19-1111","2019-05-07","Net Metered","Green Mountain Power","","","VT Solar LLC","2019-06-18","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","95 Central Ave.","95 Central Ave.","","South Burlington","Chittenden County","Vermont","05403","44.44045","-73.22057","","","34644","18-0110","","Net Metered","Green Mountain Power","","","Vermont Solar LLC","2018-05-31","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","12 Country Club Drive","12 Country Club Drive","","South Burlington","Chittenden County","Vermont","05403","44.480526","-73.150719","","","32609","17-4199-NMR","","Net Metered","Green Mountain Power","","","Vivint Solar Developer LLC","2018-01-08","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","1331 Spear Street","1331 Spear Street","","South Burlington","Chittenden County","Vermont","05403","44.43947","-73.19094","","","26488","","","Net Metered","Green Mountain Power","","","Building Energy","2017-04-11","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","16 Cabot Court","16 Cabot Court","","South Burlington","Chittenden County","Vermont","05403","44.41824","-73.1786","","","25811","16-2512","","Net Metered","Green Mountain Power","","","Solar City Corporation","2017-01-09","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","16 Knoll Circle","16 Knoll Circle","","South Burlington","Chittenden County","Vermont","05403","44.43618","-73.15365","","","18318","","","Net Metered","Green Mountain Power","","","Solar City Corporation","2016-06-20","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","1437 Spear Street","1437 Spear Street","","South Burlington","Chittenden County","Vermont","05403","44.435954","-73.193107","","","18169","#NM-16-0337","","Net Metered","Green Mountain Power","","","Building Energy","2016-05-13","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","60 Tabor Place","60 Tabor Place","","South Burlington","Chittenden County","Vermont","05403","44.43164","-73.1742","","","11191","","","Net Metered","Green Mountain Power","","","SunCommon","2015-03-11","","","","","11.4","","","","","",""
"Solar","Roof-Mounted PV","Residential","11 Vale Drive","11 Vale Drive","","South Burlington","Chittenden County","Vermont","05403","44.43279","-73.18729","","","7419","","","Net Metered","Green Mountain Power","","","SunCommon","2014-10-09","","","","","14","","","","","",""
"Solar","Roof-Mounted PV","Residential","670 Nowland Farm Road","670 Nowland Farm Road","","South Burlington","Chittenden County","Vermont","05403","44.42841167","-73.18210067","","","14418","","","Net Metered","Green Mountain Power","","","Building Energy","2015-10-20","","","","","15","","","","","",""
"Solar","Roof-Mounted PV","Residential","498 Spear St","498 Spear St","","South Burlington","Chittenden County","Vermont","05403","44.46026733","-73.19012917000001","","","34617","16-2378","","Net Metered","Green Mountain Power","","","Vermont Solar LLC","2018-10-18","","","","","20","","","","","",""
"Solar","Roof-Mounted PV","Residential","412 Farrell St.","412 Farrell St.","","South Burlington","Chittenden County","Vermont","05403","44.450767","-73.20680299999999","","","833","#NM-1340","","Net Metered","Green Mountain Power","","","ReKnew Energy Systems","2011-08-05","","","","","37.61","","","","","",""
"Solar","Roof-Mounted PV","Residential","3 Victory Dr","3 Victory Dr","","South Burlington","Chittenden County","Vermont","05404","44.46597","-73.16283","","","3666","","","Net Metered","Green Mountain Power","","","SunCommon","2013-10-18","","","","","4.97","","","","","",""
"Solar","Roof-Mounted PV","Residential","4 Hopkins Street","4 Hopkins Street","","South Burlington","Chittenden County","Vermont","05408","44.46001","-73.17581","","","46352","19-2789","2019-07-17","Net Metered","Green Mountain Power","","","Green Mountain Solar","2019-07-30","","","","","5.61","","","","","",""
"Solar","Roof-Mounted PV","Residential","4 Hopkins Street","4 Hopkins Street","","South Burlington","Chittenden County","Vermont","05408","44.46001","-73.17581","","","46352","19-2789","2019-07-17","Net Metered","Green Mountain Power","","","Green Mountain Solar","2019-07-30","","","","","5.61","","","","","",""
"Solar","Roof-Mounted PV","Business","328 U.S. Route 2","328 U.S. Route 2","","South Hero","Grand Isle County","Vermont","05486","44.64572","-73.30561","","","112","1135","2010-09-22","Net Metered","Vermont Electric Coop","","","DC Energy Innovations","2012-06-12","","","","","6.65","","","","","",""
"Solar","Roof-Mounted PV","Business","Eagle Camp INC","39 Eagle Camp Road","","South Hero","Grand Isle County","Vermont","05486","44.66702","-73.34172","","","1423","18-2771","2018-07-24","Net Metered","Vermont Electric Coop","","","SolarCity","2018-10-23","","","","","7.6","","","","","",""
"Solar","Roof-Mounted PV","Farm","153 West Shore Road","153 West Shore Road","","South Hero","Grand Isle County","Vermont","05486","44.62315","-73.33065999999999","","","416","3801","2014-04-24","Net Metered","Vermont Electric Coop","","","SunCommon; DC Energy Innovations, Inc.","2014-11-11","","","","","10","","","","","",""
"Solar","Roof-Mounted PV","Institution","75 South Street","75 South Street","","South Hero","Grand Isle County","Vermont","05486","44.63631","-73.3022","","","119","1268","2010-11-10","Net Metered","Vermont Electric Coop","","","","2011-11-10","","","","","9.19","","","","","",""
"Solar","Roof-Mounted PV","Residential","30 Whipple Rd","30 Whipple Rd","","South Hero","Grand Isle County","Vermont","05486","44.617378","-73.296566","","","403","3756","2014-04-14","Group Net Metered","Vermont Electric Coop","","","RGS Energy","2014-05-09","","","","","9.5","","","","","",""
"Solar","Roof-Mounted PV","Residential","316 South Street","316 South Street","","South Hero","Grand Isle County","Vermont","05486","44.60564683","-73.31122933","","","756","7288","2015-11-28","Group Net Metered","Vermont Electric Coop","","","Smith & McClain","2016-05-24","","","","","12","","","","","",""
"Solar","Roof-Mounted PV","Residential","22 South Street","22 South Street","","South Hero","Grand Isle County","Vermont","05486","44.64294","-73.303","","","1289","18-0270","2018-01-31","Net Metered","Vermont Electric Coop","","","SolarCity","2018-06-14","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","15 Allen Point Road","15 Allen Point Road","","South Hero","Grand Isle County","Vermont","05486","44.59805","-73.30777","","","774","7257","2015-11-30","Net Metered","Vermont Electric Coop","","","SunCommon","2016-02-13","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","47 Colodny Way","47 Colodny Way","","South Hero","Grand Isle County","Vermont","05486","44.62302","-73.34188","","","443","3929","2014-05-21","Net Metered","Vermont Electric Coop","","","Building Energy","2014-08-20","","","","","3","","","","","",""
"Solar","Roof-Mounted PV","Residential","50 Whipple Rd","50 Whipple Rd","","South Hero","Grand Isle County","Vermont","05486","44.61602333","-73.29446167","","","192","1838","2012-03-19","Net Metered","Vermont Electric Coop","","","Building Energy","2012-05-22","","","","","3.19","","","","","",""
"Solar","Roof-Mounted PV","Residential","380 South Street","380 South Street","","South Hero","Grand Isle County","Vermont","05486","44.59778367","-73.3055815","","","93","1026","2010-05-18","Net Metered","Vermont Electric Coop","","","","2010-09-23","","","","","3.19","","","","","",""
"Solar","Roof-Mounted PV","Residential","58 West Shore Road","58 West Shore Road","","South Hero","Grand Isle County","Vermont","05486","44.61936","-73.31314","","","319","2851","2013-05-15","Net Metered","Vermont Electric Coop","","","SunCommon","2013-08-06","","","","","3.21","","","","","",""
"Solar","Roof-Mounted PV","Residential","10 Windridge Road","10 Windridge Road","","South Hero","Grand Isle County","Vermont","05486","44.62018","-73.28122","","","1040","17-3398","2017-06-15","Net Metered","Vermont Electric Coop","","","SolarCity","2017-08-17","","","","","3.6","","","","","",""
"Solar","Roof-Mounted PV","Residential","104 Kibbe Point Road","104 Kibbe Point Road","","South Hero","Grand Isle County","Vermont","05486","44.65952","-73.28388","","","246","2302","2012-09-27","Net Metered","Vermont Electric Coop","","","SunCommon","2013-03-12","","","","","3.73","","","","","",""
"Solar","Roof-Mounted PV","Residential","550 West Shore Rd","550 West Shore Rd","","South Hero","Grand Isle County","Vermont","05486","44.67114","-73.34639","","","1576","18-4262","2018-12-21","Net Metered","Vermont Electric Coop","","","Solar Communities","2019-04-09","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","6 Sandbar Heights","6 Sandbar Heights","","South Hero","Grand Isle County","Vermont","05486","44.62233","-73.27692999999999","","","1111","17-4611","2017-09-19","Net Metered","Vermont Electric Coop","","","SunCommon","2017-11-09","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","9 Old Farm Rd","9 Old Farm Rd","","South Hero","Grand Isle County","Vermont","05486","44.63962","-73.26956","","","835","17-0213","2017-01-18","Net Metered","Vermont Electric Coop","","","SunCommon","2017-05-11","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","86 LombaRd Lane","86 LombaRd Lane","","South Hero","Grand Isle County","Vermont","05486","44.66949","-73.3096","","","729","7222","2015-11-25","Net Metered","Vermont Electric Coop","","","SunCommon","2016-01-26","","","","","3.8","","","","","",""
"Solar","Roof-Mounted PV","Residential","8 Whipple Rd","8 Whipple Rd","","South Hero","Grand Isle County","Vermont","05486","44.61836","-73.30123","","","368","3099","2013-07-29","Net Metered","Vermont Electric Coop","","","Building Energy","2013-08-01","","","","","4.26","","","","","",""
"Solar","Roof-Mounted PV","Residential","308 South Street","308 South Street","","South Hero","Grand Isle County","Vermont","05486","44.607","-73.30568","","","1463","18-3182","2018-09-14","Net Metered","Vermont Electric Coop","","","Solar Communities","2018-12-11","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","86 Featherbed Lane","86 Featherbed Lane","","South Hero","Grand Isle County","Vermont","05486","44.645869","-73.271996","","","1335","18-1748","2018-06-12","Net Metered","Vermont Electric Coop","","","DC Energy Innovations","2018-07-13","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","5 Sandbar Heights Drive","5 Sandbar Heights Drive","","South Hero","Grand Isle County","Vermont","05486","44.62213","-73.27749","","","840","17-0233","2017-01-20","Net Metered","Vermont Electric Coop","","","","2018-04-30","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","45 South Street","45 South Street","","South Hero","Grand Isle County","Vermont","05486","44.63986","-73.30219","","","1224","18-0496","2018-02-27","Net Metered","Vermont Electric Coop","","","DC Energy Innovations","2018-04-11","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","14 South St","14 South St","","South Hero","Grand Isle County","Vermont","05486","44.64424","-73.30297","","","914","17-2641","2017-03-08","Net Metered","Vermont Electric Coop","","","SunCommon","2017-05-03","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","69 Sunset Beach Road","69 Sunset Beach Road","","South Hero","Grand Isle County","Vermont","05486","44.613426","-73.31953532999999","","","730","7277","2015-11-25","Net Metered","Vermont Electric Coop","","","Building Energy","2016-01-22","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","30 Haycorn Hollow","30 Haycorn Hollow","","South Hero","Grand Isle County","Vermont","05486","44.64766","-73.27813","","","558","5563","2014-12-04","Net Metered","Vermont Electric Coop","","","SunCommon","2015-03-16","","","","","5","","","","","",""
"Solar","Roof-Mounted PV","Residential","9 Meadow Lane","9 Meadow Lane","","South Hero","Grand Isle County","Vermont","05486","44.65934","-73.34547999999999","","","236","2173","2012-08-10","Net Metered","Vermont Electric Coop","","","Sherwin Electric","2012-09-15","","","","","5.1","","","","","",""
"Solar","Roof-Mounted PV","Residential","161 Landon Rd","161 Landon Rd","","South Hero","Grand Isle County","Vermont","05486","44.63708","-73.27709","","","982","17-3362","2017-04-28","Net Metered","Vermont Electric Coop","","","SolarCity","2017-07-10","","","","","5.2","","","","","",""
"Solar","Roof-Mounted PV","Residential","321 Rt 2","321 Rt 2","","South Hero","Grand Isle County","Vermont","05486","44.64540333","-73.30474167","","","326","2877","2013-05-23","Net Metered","Vermont Electric Coop","","","SunCommon","2013-08-22","","","","","5.24","","","","","",""
